hotel_name;region;ratings;price;start_date;end_date
아이진 호텔;제주 시내, 제주;8.2;1486080;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;2116800;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;649161;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;1874400;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;908160;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;885800;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;815280;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1040600;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;425700;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1169600;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;4114000;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;6043950;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;557280;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;2383920;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
아인스 호텔;서귀포시, 서귀포;8.1;722400;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;821300;2023-07-31 12:38:30.798332;2023-08-12 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
호텔 케니 서귀포;서귀포시, 서귀포;8.1;554394;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;482000;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;1606020;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;5100000;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;797746;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;2260830;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;426126;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;476190;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
호텔난타 제주;제주;8.5;1358370;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
WE호텔 제주;서귀포;8.5;13057001;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;965952;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
아이진 호텔;제주 시내, 제주;8.2;1609920;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;2460150;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;703962;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2039400;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;983840;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;963200;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;883220;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1126600;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;461175;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1247000;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;4477000;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;6599340;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;603720;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;2582580;2023-07-31 12:38:30.798332;2023-08-13 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
호텔 케니 서귀포;서귀포시, 서귀포;8.1;597040;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;519000;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;1730430;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;5508000;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;2444970;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;458905;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;512820;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
호텔난타 제주;제주;8.5;1462860;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
WE호텔 제주;서귀포;8.5;14080001;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
아이진 호텔;제주 시내, 제주;8.2;1733760;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;2652300;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
신신호텔 제주공항;제주 시내, 제주;7.5;758763;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2197800;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1059520;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1040600;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;951160;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1212600;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;496650;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1324400;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;4840000;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;7187400;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;650160;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;2781240;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
아인스 호텔;서귀포시, 서귀포;8.1;842800;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;954600;2023-07-31 12:38:30.798332;2023-08-14 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
호텔 케니 서귀포;서귀포시, 서귀포;8.1;639685;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;556000;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;1854840;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;5916000;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;868779;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;2629110;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;491683;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;549450;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
호텔난타 제주;제주;8.5;1567350;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
WE호텔 제주;서귀포;8.5;15092001;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1077408;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
아이진 호텔;제주 시내, 제주;8.2;1857600;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;2844450;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2356200;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1135200;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1118000;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1019100;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1298600;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;532125;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1401800;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;5203000;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;7721010;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;696600;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;2979900;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
아인스 호텔;서귀포시, 서귀포;8.1;903000;2023-07-31 12:38:30.798332;2023-08-15 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
호텔 케니 서귀포;서귀포시, 서귀포;8.1;682331;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;593000;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;1962285;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;6324000;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;2782560;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;524462;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;586080;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
호텔난타 제주;제주;8.5;1671840;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
WE호텔 제주;서귀포;8.5;16038001;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
아이진 호텔;제주 시내, 제주;8.2;1981440;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3008250;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2508000;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1210880;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1195400;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1087040;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1376000;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;567600;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1479200;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;5522000;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;8080380;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;734333;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;3131260;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
아인스 호텔;서귀포시, 서귀포;8.1;963200;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
그랜드 메르 호텔 제주;중문 해수욕장, 서귀포;7.2;1083600;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
비스타케이 호텔 월드컵;서귀포시, 서귀포;7.7;6544170;2023-07-31 12:38:30.798332;2023-08-16 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
호텔 케니 서귀포;서귀포시, 서귀포;8.1;723122;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;630000;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;2069730;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;6732000;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;984131;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;2925780;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;557241;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;622710;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
호텔난타 제주;제주;8.5;1776330;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
WE호텔 제주;서귀포;8.5;16984001;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1188864;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
아이진 호텔;제주 시내, 제주;8.2;2105280;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3172050;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2653200;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1293440;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1268500;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1154980;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1453400;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;603075;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1556600;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;5841000;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;8439750;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;772065;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;3282620;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
아인스 호텔;서귀포시, 서귀포;8.1;1023400;2023-07-31 12:38:30.798332;2023-08-17 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
호텔 케니 서귀포;서귀포시, 서귀포;8.1;763914;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;667000;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;2168693;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;7140000;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1041807;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3089460;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;590020;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;659340;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
호텔난타 제주;제주;8.5;1865340;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
WE호텔 제주;서귀포;8.5;17930002;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1244592;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
아이진 호텔;제주 시내, 제주;8.2;2229120;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3335850;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2798400;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1376000;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1341600;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1222920;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1530800;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;638550;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1634000;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;6160000;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;8799120;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;809798;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;3433980;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
아인스 호텔;서귀포시, 서귀포;8.1;1083600;2023-07-31 12:38:30.798332;2023-08-18 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
호텔 케니 서귀포;서귀포시, 서귀포;8.1;804705;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;760000;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;2276138;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;7548000;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1099482;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3253140;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;622799;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;695970;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
호텔난타 제주;제주;8.5;1954350;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
WE호텔 제주;서귀포;8.5;18876002;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1300320;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
아이진 호텔;제주 시내, 제주;8.2;2352960;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3505950;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;2950200;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1451680;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1414700;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1290860;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1608200;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;674025;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1694200;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;6479000;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;9136710;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;850432;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;3604260;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
아인스 호텔;서귀포시, 서귀포;8.1;1143800;2023-07-31 12:38:30.798332;2023-08-19 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
호텔 케니 서귀포;서귀포시, 서귀포;8.1;845497;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;800000;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;2383583;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;7956000;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
제주센트럴파크레지던스;제주 시내, 제주;8.5;1157158;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;3416820;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;655578;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
신신호텔 제주월드컵;서귀포시, 서귀포;7.6;732600;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
호텔난타 제주;제주;8.5;2043360;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
WE호텔 제주;서귀포;8.5;19822002;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
빨간풍차펜션;구좌읍, 제주;7.1;1356048;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
아이진 호텔;제주 시내, 제주;8.2;2476800;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
메종 글래드 제주;제주 시내, 제주;7.9;3676050;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
신라스테이 제주;제주 시내, 제주;7.8;3102000;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
제주오리엔탈호텔 & 카지노;제주 시내, 제주;7.5;1527360;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
삼해인관광호텔;제주 시내, 제주;8.0;1487800;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
코업시티호텔 성산;성산읍, 서귀포;7.8;1358800;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
코업시티호텔 하버뷰;남원읍, 서귀포;8.0;1685600;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
호텔 징크;서귀포시, 서귀포;8.2;709500;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
제주 아름다운 리조트;성산읍, 서귀포;7.6;1754400;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
메리어트관 제주신화월드 호텔앤리조트;안덕면, 서귀포;8.2;6798000;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
롯데호텔 제주;중문 해수욕장, 서귀포;8.7;9474300;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
제주 수 펜션;안덕면, 서귀포;8.7;867306;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
서귀포 칼 호텔;서귀포;8.1;3774540;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
아인스 호텔;서귀포시, 서귀포;8.1;1204000;2023-07-31 12:38:30.798332;2023-08-20 12:38:30.798332
hotel_name;region;ratings;price;start_date;end_date
켄싱턴리조트 서귀포;서귀포;7.4;234060;2023-08-01 12:38:30.798332;2023-08-02 12:38:30.798332
타마라 제주 호텔;서귀포시, 서귀포;8.2;33803;2023-08-01 12:38:30.798332;2023-08-02 12:38:30.798332
라마다 제주시티호텔;제주 시내, 제주;8.0;111039;2023-08-01 12:38:30.798332;2023-08-02 12:38:30.798332
그랜드 하얏트 제주;제주 시내, 제주;8.9;448000;2023-08-01 12:38:30.798332;2023-08-02 12:38:30.798332
롯데시티호텔 제주;제주 시내, 제주;8.4;177650;2023-08-01 12:38:30.798332;2023-08-02 12:38:30.798332
글로스터 호텔 제주;제주 시내, 제주;8.2;94050;2023-08-01 12:38:30.798332;2023-08-02 12:38:30.798332
신신호텔 천지연;서귀포시, 서귀포;7.7;32779;2023-08-01 12:38:30.798332;2023-08-02 12:38:30.798332
골드원 호텔&스위트;서귀포시, 서귀포;8.4;604000;2023-08-01 12:38:30.798332;2023-08-02 12:38:30.798332
